196,nineoclock,nineoclock.sigml
197,possible,possible.sigml
198,needle,needle.sigml
199,brighton,brighton.sigml
200,drinking,drinking.sigml
201,table,Table.AUS.sigml
202,close,close.sigml
203,coin,coin.sigml
204,resting_position,resting_position.sigml
205,or,or.sigml
206,acting,acting.sigml
207,kite,kite.sigml
208,america,america.sigml
209,help-me,help-me.sigml
210,iunderstand,iunderstand.sigml
211,often,often.sigml
212,loud,loud.sigml
213,e,E.sigml
214,science,science.sigml
215,donotunderstand,donotunderstand.sigml
216,correct,correct.sigml
217,circus,circus.sigml
218,beat,beat.sigml
219,eyelash,eyelash.sigml
220,short,short.sigml
221,belgium,belgium.sigml
222,busy,busy.sigml
223,pen,pen.sigml
224,behind,behind.sigml
225,level,level.sigml
226,run,run.sigml
227,complain,complain.sigml
228,england,england.sigml
229,holland,holland.sigml
230,floor,floor.sigml
231,interesting,interesting.sigml
232,cucumber,cucumber.sigml
233,decrease,decrease.sigml
234,chalk,chalk.sigml
235,desk,desk.sigml
236,languages,languages.sigml
237,one,one.sigml
238,cauliflower,cauliflower.sigml
239,rain,Rain.sigml
240,quiet,quiet.sigml
241,collect,collect.sigml
242,water,water.sigml
243,electrician,electrician.sigml
244,big,big.sigml
245,orange,orange.sigml
246,begin,begin.sigml
247,lose,lose.sigml
248,many,many.sigml
249,typewriter,typewriter.sigml
250,pot,pot.sigml
251,alone,alone.sigml
252,prayer,prayer.sigml
253,ooty,ooty.sigml
254,enjoy,enjoy.sigml
255,mind,mind.sigml
256,plan,plan.sigml
257,semi-roundhand,semi-roundhand.sigml
258,cement,cement.sigml
259,active,active.sigml
260,factory,factory.sigml
261,receive,receive.sigml
262,among,among.sigml
263,truth,truth.sigml
264,thumbup,thumbup.sigml
265,contact,contact.sigml
266,tuesday,tuesday.sigml
267,own,own.sigml
268,provide,provide.sigml
269,every,every.sigml
270,will,will.sigml
271,fight,fight.sigml
272,kerala,kerala.sigml
273,break-in,break-in.sigml
274,copy,copy.sigml
275,nurse,nurse.sigml
276,at,at.sigml
277,bhangra,bhangra.sigml
278,calm-down,calm-down.sigml
279,brush,brush.sigml
280,monday,monday.sigml
281,tomato,tomato.sigml
282,green,green.sigml
283,justamoment,justamoment.sigml
284,putonleft,putonleft.sigml
285,around,around.sigml
286,crow,crow.sigml
287,arrest,arrest.sigml
288,n-n(norfolk),n-n(norfolk).sigml
289,8,8.sigml
290,cricket,cricket.sigml
291,onetoone,onetoone.sigml
292,letmeknow,letmeknow.sigml
293,fivehundred,fivehundred.sigml
294,compass,compass.sigml
295,bandage,bandage.sigml
296,g,G.sigml
297,ball,ball.sigml
298,theif,theif.sigml
299,sign,sign.sigml
300,call,call.sigml
301,body,body.sigml
302,differences,differences.sigml
303,always,always.sigml
304,search,search.sigml
305,thumb-little-finger,thumb-little-finger.sigml
306,concentrate,concentrate.sigml
307,rectangle,rectangle.sigml
308,teach,teach.sigml
309,thankyou,thankyou.sigml
310,bhagat,bhagat.sigml
311,turnleft,turnleft.sigml
312,encourage,encourage.sigml
313,roof,roof.sigml
314,today,today.sigml
315,operation,operation.sigml
316,remind,remind.sigml
317,germany,germany.sigml
318,actor,actor.sigml
319,education,education.sigml
320,teachyou,teachyou.sigml
321,cancel,cancel.sigml
322,with,with.sigml
323,wipe-off,wipe-off.sigml
324,teachme,teachme.sigml
325,answer,answer.sigml
326,married,married.sigml
327,anothertime,anothertime.sigml
328,send-me,send-me.sigml
329,12,12.sigml
330,chase,chase.sigml
331,x,X.sigml
332,attend,attend.sigml
333,between,between.sigml
334,lick,lick.sigml
335,vote,vote.sigml
336,bend,bend.sigml
337,opendoors,opendoors.sigml
338,understand,understand.sigml
339,up,up.sigml
340,all,all.sigml
341,english,english.sigml
342,c,C.sigml
343,pay-me,pay-me.sigml
344,c-x,c-x.sigml
345,hearing,hearing.sigml
346,in,in.sigml
347,afraid,afraid.sigml
348,wheat,wheat.sigml
349,lakhnow,lakhnow.sigml
350,tools,tools.sigml
351,compare,compare.sigml
352,themselves,themselves.sigml
353,fourteen,fourteen.sigml
354,lotus,lotus.sigml
355,bath,bath.sigml
356,lecturer,lecturer.sigml
357,toward,toward.sigml
358,june,june.sigml
359,bad,bad.sigml
360,word,word.sigml
361,hardofhearing,hardofhearing.sigml
362,hungry,hungry.sigml
363,sitandmeet,sitandmeet.sigml
364,hill,hill.sigml
365,good,good.sigml
366,food,food.sigml
367,clap,clap.sigml
368,computer,Computer.sigml
369,ready,ready.sigml
370,until,until.sigml
371,tablet,tablet.sigml
372,tomorrow,tomorrow.sigml
373,britain,britain.sigml
374,those,those.sigml
375,put-on-letter,put-on-letter.sigml
376,difficult,difficult.sigml
377,video,video.sigml
378,bent-hand,bent-hand.sigml
379,dance,dance.sigml
380,get,get.sigml
381,pink,pink.sigml
382,them,them.sigml
383,halfpast,halfpast.sigml
384,nagpur,nagpur.sigml
385,three,three.sigml
386,antartica,antartica.sigml
387,writesend,writesend.sigml
388,now,now.sigml
389,feed,feed.sigml
390,bowl,bowl.sigml
391,purple,purple.sigml
392,reach,reach.sigml
393,yes,yes.sigml
394,black,black.sigml
395,thermometer,thermometer.sigml
396,mango,mango.sigml
397,thermus,thermus.sigml
398,thorn,thorn.sigml
399,eat,eat.sigml
400,below,below.sigml
401,tippi,tippi.sigml
402,art,art.sigml
403,communication,communication.sigml
404,fill-in,fill-in.sigml
405,help-you,help-you.sigml
406,march,march.sigml
407,tenoclock,tenoclock.sigml
408,z,Z.sigml
409,advise,advise.sigml
410,a,a
411,note-book,note-book.sigml
412,woman,woman.sigml
413,askquestion,askquestion.sigml
414,anything,anything.sigml
415,beak,beak.sigml
416,a,A.sigml
417,where,where.sigml
418,news,news.sigml
419,letter,letter.sigml
420,ambulance,ambulance.sigml
421,pretend,pretend.sigml
422,keyboard,keyboard.sigml
423,access,access.sigml
424,vapour,vapour.sigml
425,circle,circle.sigml
426,africa,africa.sigml
427,touch,touch.sigml
428,10,10.sigml
429,boy,boy.sigml
430,clinic,clinic.sigml
431,he,he.sigml
432,changemind,changemind.sigml
433,leave,leave.sigml
434,2,2.sigml
435,say,say.sigml
436,anothertime2,anothertime2.sigml
437,better,better.sigml
438,atlast,atlast.sigml
439,fingerspell,fingerspell.sigml
440,carry,carry.sigml
441,awful,awful.sigml
442,can,can.sigml
443,shake,shake.sigml
444,blue,blue.sigml
445,wash,wash.sigml
446,above,above.sigml
447,turnip,turnip.sigml
448,act,act.sigml
449,intelligent,intelligent.sigml
450,v,V.sigml
451,m,M.sigml
452,van,van.sigml
453,two,two.sigml
454,weapon,weapon.sigml
455,whistle,whistle.sigml
456,me,me.sigml
457,2-3fingerbent,2-3fingerbent.sigml
458,communicate,communicate.sigml
459,track,track.sigml
460,vadodara,vadodara.sigml
461,colours,colours.sigml
462,bulb,bulb.sigml
463,little-fingerhand,little-fingerhand.sigml
464,afternoon,afternoon.sigml
465,when,when.sigml
466,continue,continue.sigml
467,laboratory,laboratory.sigml
468,regions,regions.sigml
469,boxing,boxing.sigml
470,knowwell,knowwell.sigml
471,ballon,ballon.sigml
472,angel,angel.sigml
473,tap,tap.sigml
474,loss1,loss1.sigml
475,fifteen,fifteen.sigml
476,ten,ten.sigml
477,national,national.sigml
478,issues,issues.sigml
479,phoneme,phoneme.sigml
480,ugly,ugly.sigml
481,fall,fall.sigml
482,yours,yours.sigml
483,nails,nails.sigml
484,was,was.sigml
485,office,office.sigml
486,engine,engine.sigml
487,tease,tease.sigml
488,half-past,half-past.sigml
489,take,take.sigml
490,badminton,badminton.sigml
491,wire,wire.sigml
492,coolie,coolie.sigml
493,welcome,welcome.sigml
494,berth,berth.sigml
495,responsibility,responsibility.sigml
496,church,church.sigml
497,oneoclock,oneoclock.sigml
498,remove,remove.sigml
499,children,children.sigml
500,doctor1,doctor1.sigml
501,past,past.sigml
502,officer,officer.sigml
503,bell,bell.sigml
504,confuse,confuse.sigml
505,together,together.sigml
506,1month,1month.sigml
507,t,T.sigml
508,impossible,impossible.sigml
509,eight,eight.sigml
510,onion,onion.sigml
511,yourhobbieswhat,yourhobbieswhat.sigml
512,allday,allday.sigml
513,hundred,hundred.sigml
514,join,join.sigml
515,send,send.sigml
516,arrive,arrive.sigml
517,heartbeat,heartbeat.sigml
518,o,O.sigml
519,oriya,oriya.sigml
520,fouroclock,fouroclock.sigml
521,morning,morning.sigml
522,eid,eid.sigml
523,later,later.sigml
524,minicom,minicom.sigml
525,criticize,criticize.sigml
526,0,0.sigml
527,beautiful,beautiful.sigml
528,learn,learn.sigml
529,see,see.sigml
530,greece,greece.sigml
531,chair,chair.sigml
532,accept,accept.sigml
533,relation,relation.sigml
534,k,K.sigml
535,are,are.sigml
536,next,next.sigml
537,wish,wish.sigml
538,night,night.sigml
539,father,father.sigml
540,lend,lend.sigml
541,never,never.sigml
542,date,date.sigml
543,brown,brown.sigml
544,p,P.sigml
545,audiologist,audiologist.sigml
546,congratulations,congratulations.sigml
547,uniform,uniform.sigml
548,cover,cover.sigml
549,wipe,wipe.sigml
550,eleven,eleven.sigml
551,taxi,taxi.sigml
552,sad,sad.sigml
553,basketball,basketball.sigml
554,less,less.sigml
555,france,france.sigml
556,4,4.sigml
557,university,university.sigml
558,twelveclock,twelveclock.sigml
559,sorry,sorry.sigml
560,ticketchecker,ticketchecker.sigml
561,nine,nine.sigml
562,cannot,cannot.sigml
563,fill,fill.sigml
564,autorickshaw,autorickshaw.sigml
565,cheque,cheque.sigml
566,long,long.sigml
567,hire,hire.sigml
568,sevenoclock,sevenoclock.sigml
569,ix-left,ix-left.sigml
570,print,print.sigml
571,tennis,tennis.sigml
572,same,same.sigml
573,offer,offer.sigml
574,building,building.sigml
575,embroidry,embroidry.sigml
576,worn(warn),worn(warn).sigml
577,informus,informus.sigml
578,twooclock,twooclock.sigml
579,transport,transport.sigml
580,regular,regular.sigml
581,wide,wide.sigml
582,wrong,wrong.sigml
583,phoneyou,phoneyou.sigml
584,break,break.sigml
585,mother,mother.sigml
586,deaf,deaf.sigml
587,jeep,jeep.sigml
588,andhrapradesh,andhrapradesh.sigml
589,any,any.sigml
590,we,we.sigml
591,keep,keep.sigml
592,talk,talk.sigml
593,thirteen,thirteen.sigml
594,what,what.sigml
595,library,library.sigml
596,announce,announce.sigml
597,expensive,expensive.sigml
598,feel,feel.sigml
599,wall-clock,wall-clock.sigml
600,apple,apple.sigml
601,howmany,howmany.sigml
602,power,power.sigml
603,control,control.sigml
604,health,health.sigml
605,vegetables,vegetables.sigml
606,there,there.sigml
607,climb,climb.sigml
608,april,april.sigml
609,fear,fear.sigml
610,cry,cry.sigml
611,changeback,changeback.sigml
612,please,please.sigml
613,silver,silver.sigml
614,fail-loser,fail-loser.sigml
615,calculator,calculator.sigml
616,well,well.sigml
617,budhpoornima,budhpoornima.sigml
618,experience,experience.sigml
619,love,love.sigml
620,bible,bible.sigml
621,train,train.sigml
622,6,6.sigml
623,why,why.sigml
624,yourselves,yourselves.sigml
625,his,his.sigml
626,fruit,fruit.sigml
627,dream,dream.sigml
628,pound,pound.sigml
629,i,I.sigml
630,six,six.sigml
631,truck,truck.sigml
632,leak,leak.sigml
633,contact(pointhand),contact(pointhand).sigml
634,throw,throw.sigml
635,light-house,light-house.sigml
636,r,R.sigml
637,benefit,benefit.sigml
638,hindi,hindi.sigml
639,turn,turn.sigml
640,bridge,bridge.sigml
641,agree,agree.sigml
642,vegetable,vegetable.sigml
643,which,which.sigml
644,karate,karate.sigml
645,quote,quote.sigml
646,aeroplane,aeroplane.sigml
647,hockey,hockey.sigml
648,gold,gold.sigml
649,ourself,ourself.sigml
650,across,across.sigml
651,eighteen,eighteen.sigml
652,tall,tall.sigml
653,christmas,christmas.sigml
654,absorb,absorb.sigml
655,everyday,everyday.sigml
656,they,they.sigml
657,your,your.sigml
658,howmuch,howmuch.sigml
659,openhand,openhand.sigml
660,evening,evening.sigml
661,bogies,bogies.sigml
662,wales,wales.sigml
663,jesus,jesus.sigml
664,equator,equator.sigml
665,sunday,sunday.sigml
666,angry,angry.sigml
667,telgu,telgu.sigml
668,kannada,kannada.sigml
669,home,home.sigml
670,fourhundred,fourhundred.sigml
671,add,add.sigml
672,lock,lock.sigml
673,1,1.sigml
674,laugh,laugh.sigml
675,hindu,hindu.sigml
676,round-hand,round-hand.sigml
677,white,white.sigml
678,appointment,appointment.sigml
679,nextyear,nextyear.sigml
680,wait,wait.sigml
681,develop,develop.sigml
682,everyyear,everyyear.sigml
683,n,N.sigml
684,eraser,eraser.sigml
685,auditorium,auditorium.sigml
686,u,U.sigml
687,escape,escape.sigml
688,umbrella,umbrella.sigml
689,note-money,note-money.sigml
690,sewingmachine,sewingmachine.sigml
691,x-ray,x-ray.sigml
692,delete,delete.sigml
693,center,center.sigml
694,l,L.sigml
695,slow,slow.sigml
696,bangali,bangali.sigml
697,zebra-crossing,zebra-crossing.sigml
698,give-form,give-form.sigml
699,zero,zero.sigml
700,volleyball,volleyball.sigml
701,almirah,almirah.sigml
702,pooryou,pooryou.sigml
703,cream,cream.sigml
704,him,him.sigml
705,catch-2,catch-2.sigml
706,w,W.sigml
707,elevenoclock,elevenoclock.sigml
708,need,need.sigml
709,eighthundred,eighthundred.sigml
710,waste,waste.sigml
711,canyousign,canyousign.sigml
712,temperature,temperature.sigml
713,3,3.sigml
714,examination,examination.sigml
715,cabbage,cabbage.sigml
716,try,try.sigml
717,pay,pay.sigml
718,thread,thread.sigml
719,number,number.sigml
720,more,more.sigml
721,over,over.sigml
722,tiffinbox,tiffinbox.sigml
723,cometoyou,cometoyou.sigml
724,weigh,weigh.sigml
725,accident,accident.sigml
726,sixteen,sixteen.sigml
727,ladder,ladder.sigml
728,child,child.sigml
729,weight,weight.sigml
730,tv,tv.sigml
731,stay,stay.sigml
732,climbup,climbup.sigml
733,think,think.sigml
734,yeah,yeah.sigml
735,available,available.sigml
736,askanything,askanything.sigml
737,how,how.sigml
738,work,work.sigml
739,lorry,lorry.sigml
740,opraise-clap(deaf),opraise-clap(deaf).sigml
741,dept,dept.sigml
742,teat,teat.sigml
743,cut,cut.sigml
744,sevenhundred,sevenhundred.sigml
745,bullockcart,bullockcart.sigml
746,come,come.sigml
747,clown,clown.sigml
748,howareyou,howareyou.sigml
749,problem,problem.sigml
750,question,question.sigml
751,win,win.sigml
752,empty,empty.sigml
753,order,order.sigml
754,day,day.sigml
755,austria,austria.sigml
756,tabla,tabla.sigml
757,kanpur,kanpur.sigml
758,writedown,writedown.sigml
759,hello,hello.sigml
760,worse,worse.sigml
761,classroom,classroom.sigml
762,leafy-vegetables,leafy-vegetables.sigml
763,equal,equal.sigml
764,bat,bat.sigml
765,increase,increase.sigml
766,finish,finish.sigml
767,doctor,doctor.sigml
768,reception,reception.sigml
769,broom,broom.sigml
770,loss,loss.sigml
771,knowledge,knowledge.sigml
772,cup,cup.sigml
773,improve,improve.sigml
774,ix-down,ix-down.sigml
775,their,their.sigml
776,walkacross,walkacross.sigml
777,s,S.sigml
778,comeover,comeover.sigml
779,idea,idea.sigml
780,colour,colour.sigml
781,table-tennis,table-tennis.sigml
782,h,H.sigml
783,threehundred,threehundred.sigml
784,meet,meet.sigml
785,enter,enter.sigml
786,bird,bird.sigml
787,her,her.sigml
788,example,example.sigml
789,seventeen,seventeen.sigml
790,7,7.sigml
791,arrange,arrange.sigml
792,pick,pick.sigml
793,january,january.sigml
794,flood,flood.sigml
795,after,after.sigml
796,know,know.sigml
797,alive,alive.sigml
798,hers,hers.sigml
799,person,person.sigml
800,like,like.sigml
801,injection,injection.sigml
802,profit,profit.sigml
803,engineer,engineer.sigml
804,time,time.sigml
805,car,car.sigml
806,about,about.sigml
807,5,5.sigml
808,hang,hang.sigml
809,veryverydifficult,veryverydifficult.sigml
810,result,result.sigml
811,argue,argue.sigml
812,responsible,responsible.sigml
813,technical,technical.sigml
814,practice,practice.sigml
815,may,may.sigml
816,q,Q.sigml
817,complaint,complaint.sigml
818,thumb,thumb.sigml
819,bearwithit,bearwithit.sigml
820,j,J.sigml
821,town,town.sigml
822,closedhand,closedhand.sigml
823,teacher,teacher.sigml
824,link,link.sigml
825,certificate,certificate.sigml
826,ignore,ignore.sigml
827,twenty,twenty.sigml
828,without,without.sigml
829,hun,hun.sigml
830,red,red.sigml
831,my,my.sigml
832,under,under.sigml
833,havealook,havealook.sigml
834,cinema,cinema.sigml
835,tear,tear.sigml
836,divide,divide.sigml
837,blackboard,blackboard.sigml
838,axe,axe.sigml
839,carpenter,carpenter.sigml
840,bsl,bsl.sigml
841,water1,water1.sigml
842,chemistry,chemistry.sigml
843,typist,typist.sigml
844,no,no.sigml
845,college,college.sigml
846,velvet,velvet.sigml
847,four,four.sigml
848,girl,girl.sigml
849,forgive,forgive.sigml
850,quran,quran.sigml
